KATEGORIA,TREŚĆ PYTANIA,PIERWSZA,DRUGA,TRZECIA,CZWARTA,NAZWISKO AUTORA PYTANIA,IMIĘ AUTORA PYTANIA,,,,,,,,,,,,,,,,,,,CZWARTA ODPOWIEDŹ (NIEPRAWIDŁOWA)
5000,Jaki wzór ma wodorotlenek sodu?,NaOH,MgOH,NAH,KOH,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
10000,"W rolę Władysława Szpilmana w filmie ""Pianista"" Romana Polańskiego wcielił się:",Adrien Brody,Zbigniew Zamachowski,Lew Rywin,Thomas Kretschmann,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
50000,W którym roku załozono koncern Toyota?,1937,1947,1927,1917,Leśniak,Adam,,,,,,,,,,,,,,,,,,,
100,Które gady w polsce są pod ochroną?,Wzystkie,Żółwie,Węże,Jaszczurki,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
200,W któtrym roku miejsce miał Hołd pruski?,1525,1532,1521,1528,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
500,Ile smoków w serialu Gra o Tron miała Daenerys Targaryen?,3,2,1,0,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
1000,Jak nazywają się dodatnio naładowane cząstki budujące atom?,Protony,Neutrony,Elektrony,Miony,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
5000,Barwy jakiego kraju reprezentował Kevin Keegan?,Anglia,Szkocja,Irlandia,Irlandia Północna,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
10000,W jakim mieście w USA zaczyna się akcaj gry The last of us?,Austin,Las Vegas,San Francisco,Chicago,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
50000,Claas Jaguar to?,Sieczkarnia,Kombajn zbożowy,Traktor,Samochód,Podgórski,Gabryś,,,,,,,,,,,,,,,,,,,
100,Jak w  średniowieczu nazywano wytwórce piwa ?,Browarnik,Szkutnik,Grabarz,Winiarz,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
200,"Jak nazywa się wieś w kultowym serialu ""Ranczo"" ?",Wilkowyje,Borów,Bąków,Zambrów,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
500,6x6=?,36,12,18,32,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
1000,Kto był inicjatorem budowy zamku w Malborku,Zakon Krzyżacki,Królestwo Polskie,Książe pomorza Gdańskiego,Zakon Franciszkański ,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
5000,Tysiąc uczniów otrzymało  po 100cukierów. Ile cukierków rozdano ?,100000,1000000,10000,1000,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
10000,Kiedy rozpoczęła się bitwa o Narwik?,1940-04-09,10kwietnia1940,9kwietnia1941,10kwietnia1941,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
50000,"Którą literą polskiego alfabetu jest litera ""Ź""?  ",31,30,32,29,Dyszerowicz,Dawid,,,,,,,,,,,,,,,,,,,
100,Słynne gumowate łakocie produkowane w Niemczech od 1922r. mają postać:,misiów,węży,samolotów,ślimaków,Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
200,"Grynszpan to inaczej patyna, śniedź, którą pokrywają się z czasem przedmioty z miedzi. Jaki ma kolor?",niebieskozielony,jasnożółty,białawy,czerwony,Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
500,Z czym najłatwiej pomylić pasternak?,z pietruszką,ze szczawiem,z burkamiem,z kalarepą,Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
1000,Które miasto ma w herbie epizod z księgi rodzaju?,Bełchatów,Łódź,Malbork,Gdynia,Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
5000,Czego nie ma tetraedr?,kwadratu w podstawie,trójkątnych ścian,sześciu krawędzi,czterech wierzchołków,Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
10000,Co podzielimy na dzwonka?,uliki,jarmuż,karczochy,kajzerkę,Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
50000,"Wątróbka z cebulką (…) jest zakąską doskonałą. Aby ją przyrządzić, należy kupić samochód i pędzić nim póty, aż się kogoś przejedzie'. To Lem i…",Dyktanda czyli?',Opowieści o pilocie Pirxie',Solaris',Szpital Przemienienia',Matysiak,Paweł,,,,,,,,,,,,,,,,,,,
100,Jak ma na imie syn Naruto z anime 'Naruto'?,Boruto,Saruto,Doruto,Dorito,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
200,Które z tych anime nie nalezy do studia Ghibli?,One Piece,Spirited Away,Mój sąsiad Totoro,Księżniczka Mononoke,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
500,Jaki owoc został włożony do mikrofalówki w anime 'Stains Gate'?,Banan,Jabłko,Brzoskwinia,Pomarańcza,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
1000,Jakie anime wygrało nagrode na najlepsze anime roku 2021?,Jujutsu Kaisen,Beastars,Dorohedoro,Tower of God,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
5000,Jaka manga miała najdłuższą przerwe w publikacji?,Hunter x Hunter,One Piece,Noragami,Fairy Tail,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
10000,Ktore z tych anime powstało na podstawie Gry?,Angels of Death,Naruto,Dragon Ball,IS : Infinite Stratos,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
50000,Jak ma na imie brat Natsu z anime 'Fairy Tail'?,Zeref,Gray,Happy,Ustan,Strojkowski,Albert,,,,,,,,,,,,,,,,,,,
100,Kto jest drugim producentem kawy na świecie?,Brazylia,Wietnam,Kolumbia,Etiopia,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
200,Ile punktów przyznaje się w koszykówce za rzut osobisty?,1,2,3,4,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
500,Czyja puszka oznacza nieszczescie?,Pandory,Afrodyty,Psymenny,Anny,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
1000,Preambuła to inaczej:,wstęp,rozwinięcie,errata,zakończenie,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
5000,Odwrócona flaga Polski to flaga:,Monako,Kanady,USA,Mołdawii,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
10000,Pierwsza na świecie programistka to:,Ada Lovelace,Anne Milbanke,Grace Hopper,Susan Kare,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
50000,"Jak nazywał się pierwszy i jedyny w dotychczasowej historii Polak, który odbył lot w kosmos?",Mirosław Hermaszewski,Jan Kos,Zenon Jankowski,Adam Dęblina,Cieplucha,Maciej,,,,,,,,,,,,,,,,,,,
100,Co to jest planimetria?,Dział geometrii,Choroba zakaźna,Jednostka medyczna,Dział nauk o projektowaniu przestrzeni,Michalski,Marek,,,,,,,,,,,,,,,,,,,
200,"W jakim mieście można podziwiać ""Panoramę Racławicką""?",Wrocław,Kraków,Warszawa,Łódź,Michalski,Marek,,,,,,,,,,,,,,,,,,,
500,"Ktory insekt spowodował krótkie spięcie we wczesnym superkomputerze i zainspirował termin ""bug""?",Ćma,Karaluch,Mucha,Pająk,Michalski,Marek,,,,,,,,,,,,,,,,,,,
1000,Niebieskie pole na fladze pańśtwowej Czech to?,trójkąt,koło,prostokąt,trapez,Michalski,Marek,,,,,,,,,,,,,,,,,,,
5000,W jakim języku opublikowano oryginalny pamiętnik Anny Frank? ,Duński,Angielski,Francuski,Niemiecki,Michalski,Marek,,,,,,,,,,,,,,,,,,,
10000,Jak nazywa się stolica Islandii?,Reykjavík,Hafnarfjörður,Vatnajökull.,Grundarhverfi,Michalski,Marek,,,,,,,,,,,,,,,,,,,
50000,"22 lutego, jaki zespół wygrał nagrodę Grammy w kategorii ""najlepsza grupa heavy metalowa""?",Jethro Tull,AC/DC,Living Colour,Metallica,Michalski,Marek,,,,,,,,,,,,,,,,,,,
100,Ile państw graniczy z Morzem Bałtyckim?,5,7,8,9,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
200,W którym roku powstał pierwszy komputer?,1936,1946,1966,1968,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
500,Kto jest stwórcą Stoicyzmu?,Zenon z Kition,Seneka,Epitekt,Marek Aureliusz,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
1000,Jaki jest najodleglejszy ludzki obiekt w kosmosie?,Rakieta Starship,Sonda Voyager 1,Łazik Yutu 2,Satelita z konstelacji Galileo,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
5000,"Jak nazywa się człowiek o pseudonimie ,,The Iceman"", który pobił najwięcej rekordów Guinessa związanych z zimnem?",Carl Gustav Jung,Wim Hof,Mark Zuckerberg,Will Smith,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
10000,Jak nazywał się pierwszy w pełni funkcjonujący łazik na marsie?,PrOP-M,Opportunity,Spirit,Sojourner,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
50000,Ilu królów miało w swojej historii Tahiti?,3,4,5,7,Kustosik,Jakub,,,,,,,,,,,,,,,,,,,
100,Z jakiego kraju pochodzi sztuka walki Muay Thai,Tajlandia,Japonia,USA,Brazylia,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
200,Ile zawodników jednej drużyny gra na boisku w siatkówce?,6,11,5,2,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
500,Prezesem PKN Orlen obecnie jest?,Daniel Obajtek,Iwona Duda,Jacek Sasin,Jan Emeryk-Rościszewski,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
1000,Jaki bank obecnie ma największy kapitał w Polsce,PKO BP S.A.,PEKAO S.A.,Santander Bank Polska S.A,Bank Spółdzielczy,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
5000,Kto napisał dzieło 'Obrona Sokratesa',Platon,Sokrates,Arystoteles,Diogenes ,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
10000,Medalion jakiego zwierzęcia nosił na piersi wiedźmin Geralt z Rivii,Wilka,Kota,Niedźwiedzia,Gryfa,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
50000,"Niebieski ser pleśniowy pochodzący z północnych Włoch, z regionu Lombardia",Gorgonzola,Camembert,Brie,Gouda,Nowak,Nikodem,,,,,,,,,,,,,,,,,,,
100,Przedstawicielem jakiej dynastii był Zygmunt August ,Jagiellonów,Wazów,Piastów ,Andegawenów,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
200,W którym wieku Wincenty Kadłubek napisał swoją kronikę?,w XIII,w XIX,w X,w XVIII,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
500,Milva była mistrzynią: ,Łuku,Miecza,Procy,Topora,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
1000,W malarstwie polskim epoki baroku pojawia się niespotykany w innych krajach portret trumienny. Malowany był:,na blaszanym podłożu ,na płótnie,na drewnianym podłożu ,na kartonie ,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
5000,"Michał Anioł to człowiek renesansu, które dzieło wyszło spod jego ręki?",Wiosna,Pokłon Trzech Króli,Sąd Ostateczny ,Narodziny Wenus,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
10000,Kogo pokonały wojska Rzeczypospolitej w bitwie pod Kircholmem?,Szwedów ,Turków,Kozaków ,Tatarów,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
50000,Co w starszej Mowie oznaczało imię Cirilli - Zireael? ,Jaskółka ,Iskra,Gniewna,Lotna,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
100,Bohaterem którego konfliktu zbrojnego był Rotmistrz Witold Pilecki?,II wojny światowej ,powstania listopadowego ,I wojny świadowej ,powstania styczniowego ,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
200,Sandro Botticelli to włoski malarz epoki:,renesansu ,modernizmu ,średniowiecza,baroku,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
500,Kim chciał zostać Zdzisław Beksiński?,filmowcem ,architektem ,rzeźbiarzem ,projektantem ,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
1000,Jaki kierunek studiów skończył Beksiński?,architekturę ,historię ,filmografie,grafikę projektową,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
5000,"Jak nazywała się grupa artystyczna, z którą wystawiali w 1958r. Beksiński, Lewczyński i Schlabs?",Grupa Podwórko ,Grupa Krakowska,Grupa Gliwice,Grupa Antyfotografia,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
10000,"Jak  nazywał się artysta, którego twórczość zainspirowała Beksińskiego przy tworzeniu pracy ""Gorset Sadysty""",Hans Bellmer,Takashi Murakami,Rene Magritte,Pablo Picasso,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
50000,Jaki polski periodyk jest uważany za najważniejsze czasopismo publikujące fotografię reportażową w latach 50.?,Świat ,Life,Polska,Kraj,Alicka,Martyna,,,,,,,,,,,,,,,,,,,
